PO_Item_Code,Ordered,Unit_Cost,Department_Name,Department_Code,Order_Date
35-10546K,6.0,6.23,026400 Carpenters,026400,2024-08-21
91-00334,60.0,5.95,026809 Preventive Maintenance,026809,2024-10-02
30-20555,120.0,6.36,026803 Custodial Services,026803,2024-10-30
15-10073K,5.0,1.66,026804 Stores,026804,2025-04-07
30-10744S,120.0,22.04,026803 Custodial Services,026803,2025-04-08
22-12675,5.0,219.14,026401 Electricians,026401,2024-11-04
10-10002,882.0,7.85,026805 Grounds,026805,2025-02-10
35-10729,1.0,7.44,026404 Plumbing,026404,2024-09-26
71-00331,1.0,22.6404,026403 Mechanicals,026403,2024-09-30
71-00424,1.0,345.0,026403 Mechanicals,026403,2024-10-08
71-10397,1.0,656.12,026403 Mechanicals,026403,2025-01-15
22-12946,2.0,74.01,026401 Electricians,026401,2025-01-29
90-10120K,20.0,13.3,026809 Preventive Maintenance,026809,2024-05-21
20-10194S,5.0,12.89,026401 Electricians,026401,2024-05-31
22-12737,33.0,375.73,026401 Electricians,026401,2024-06-07
35-10025S,12.0,32.33,026402 Painters,026402,2024-06-13
59-10581,1.0,4.04,026404 Plumbing,026404,2024-11-15
55-53789S,8.0,5.41,026404 Plumbing,026404,2025-01-06
22-12944,6.0,26.96,026401 Electricians,026401,2025-01-29
71-00653,2.0,45.62,026403 Mechanicals,026403,2025-01-31
35-10188K,1.0,5.55,026804 Stores,026804,2025-03-19
35-20013K,11.0,15.33,026804 Stores,026804,2025-03-26
15-11205,1.0,375.09,026400 Carpenters,026400,2024-05-15
59-13020,1.0,77.9,026404 Plumbing,026404,2025-02-25
71-00621,1.0,343.2,026403 Mechanicals,026403,2024-11-21
71-00624,1.0,237.0,026403 Mechanicals,026403,2024-12-13
15-20278K,6.0,10.53,026400 Carpenters,026400,2024-12-19
30-10704,360.0,31.03,026803 Custodial Services,026803,2025-02-26
25-10465,1.0,1779.94,026401 Electricians,026401,2025-03-07
35-20595K,5.0,13.81,026804 Stores,026804,2025-03-26
50-51794,1.0,416.65,026404 Plumbing,026404,2024-05-16
Plumbing Tool,3.0,7.78,026404 Plumbing,026404,2024-07-23
59-10254,12.0,14.52,026404 Plumbing,026404,2025-03-03
90-10773,24.0,7.73,026809 Preventive Maintenance,026809,2025-03-06
58-00474,1.0,96.18,026404 Plumbing,026404,2025-03-14
71-11932S,10.0,4.29,026403 Mechanicals,026403,2025-03-19
90-10564,2.0,32.34,026809 Preventive Maintenance,026809,2025-02-04
15-11239,2.0,2898.83,026400 Carpenters,026400,2025-02-05
30-23535,50.0,21.95,026803 Custodial Services,026803,2024-10-30
71-00459,1.0,463.2289,026403 Mechanicals,026403,2025-02-12
15-11240,2.0,18.74,026400 Carpenters,026400,2025-02-05
71-00659,5.0,5.41,026403 Mechanicals,026403,2025-03-12
91-00243,6.0,39.88,026809 Preventive Maintenance,026809,2024-05-28
59-11431,4.0,26.54,026404 Plumbing,026404,2025-03-26
22-12891,1.0,323.94,026401 Electricians,026401,2024-05-28
Custodial Tool,4.0,18.99,026803 Custodial Services,026803,2024-07-26
Custodial Tool,12.0,45.73,026803 Custodial Services,026803,2024-11-27
70-19195X,2.0,246.0,026403 Mechanicals,026403,2025-04-11
35-20062K,8.0,21.34,026804 Stores,026804,2025-04-22
91-00352,4.0,17.95,026809 Preventive Maintenance,026809,2024-11-27
90-51322S,9.0,63.15,026809 Preventive Maintenance,026809,2025-04-08
22-50063,1.0,575.05,026401 Electricians,026401,2024-10-08
35-20060K,6.0,16.72,026803 Custodial Services,026803,2024-10-16
91-00351,8.0,43.7,026809 Preventive Maintenance,026809,2024-11-27
20-10507,10.0,0.53,026401 Electricians,026401,2024-06-24
70-11171,1.0,273.78,026403 Mechanicals,026403,2024-07-12
71-00181,1.0,25.11,026403 Mechanicals,026403,2024-08-28
22-50537S,200.0,4.3309,026401 Electricians,026401,2024-09-13
91-00236,12.0,6.23,026809 Preventive Maintenance,026809,2024-11-22
15-50356K,2.0,50.81,026400 Carpenters,026400,2024-12-27
70-11113,1.0,302.5046,026403 Mechanicals,026403,2024-08-28
71-00426,1.0,77.3813,026403 Mechanicals,026403,2024-10-11
71-00640,1.0,39.25,026403 Mechanicals,026403,2025-01-07
59-11112,3.0,13.14,026404 Plumbing,026404,2025-01-16
70-11235X,10.0,17.66,026403 Mechanicals,026403,2025-01-17
71-00639,2.0,53.86,026403 Mechanicals,026403,2025-01-07
59-11094,1.0,27.15,026404 Plumbing,026404,2025-01-16
59-11419S,24.0,4.94,026404 Plumbing,026404,2025-01-30
71-00660,1.0,37.22,026403 Mechanicals,026403,2025-03-12
30-10358S,120.0,5.09,026803 Custodial Services,026803,2024-06-26
15-11212,6.0,97.8,026400 Carpenters,026400,2024-07-17
22-50558,2.0,43.15,026401 Electricians,026401,2024-10-11
70-11305,2.0,286.28,026403 Mechanicals,026403,2025-02-12
22-50558,38.0,41.15,026401 Electricians,026401,2025-02-13
30-10812,20.0,5.43,026803 Custodial Services,026803,2024-05-20
Tool Carpentry,1.0,61.73,026400 Carpenters,026400,2024-06-12
59-13467,6.0,82.83,026404 Plumbing,026404,2025-05-13
59-10357S,1.0,10.27,026404 Plumbing,026404,2024-08-12
59-10357S,1.0,4.9,026403 Mechanicals,026403,2024-12-23
15-11202,1.0,950.91,026400 Carpenters,026400,2024-12-04
22-12639,2.0,153.0,026401 Electricians,026401,2025-02-11
Elevator Tool,1.0,27.07,026401 Electricians,026401,2024-07-23
Facility Repair Tool,2.0,21.0,026808 Facility Repair,026808,2024-07-23
59-11287,2.0,10.59,026404 Plumbing,026404,2024-07-17
35-20070K,10.0,16.6896,026809 Preventive Maintenance,026809,2024-07-09
20-10477,5.0,31.43,026401 Electricians,026401,2024-07-23
35-20070K,27.0,17.13,026804 Stores,026804,2025-04-22
20-10514,1.0,25.07,026401 Electricians,026401,2024-09-27
71-00618,1.0,343.2,026403 Mechanicals,026403,2024-11-18
30-10514,150.0,4.29,026803 Custodial Services,026803,2024-08-05
Grounds Tool,1.0,55.54,026805 Grounds,026805,2024-09-05
30-10690,10.0,101.7,026803 Custodial Services,026803,2024-10-29
PM Tool,1.0,55.54,026809 Preventive Maintenance,026809,2024-11-18
20-11201,5.0,9.85,026401 Electricians,026401,2024-07-23
71-00554,6.0,30.45,026403 Mechanicals,026403,2024-07-29
90-10344,12.0,6.12,026809 Preventive Maintenance,026809,2024-11-15
35-10732S,12.0,2.39,026400 Carpenters,026400,2024-09-30
15-20100,2.0,92.58,026400 Carpenters,026400,2024-09-30
91-00099,1.0,76.8,026809 Preventive Maintenance,026809,2024-11-22
90-10084,12.0,6.05,026809 Preventive Maintenance,026809,2024-11-27
70-11148,2.0,95.3342,026403 Mechanicals,026403,2025-01-14
58-19025,4.0,35.19,026404 Plumbing,026404,2025-01-16
A&E Tool,1.0,129.29,026807 A&E Services,026807,2025-01-27
A&E Tool,1.0,259.53,026807 A&E Services,026807,2025-01-27
A&E Tool,1.0,259.53,026807 A&E Services,026807,2025-01-27
Plumbing Tool,2.0,10.73,026404 Plumbing,026404,2025-02-11
25-10506,1.0,399.0,026401 Electricians,026401,2024-07-19
22-12947,1.0,45.62,026401 Electricians,026401,2025-01-30
90-10084,24.0,5.96,026809 Preventive Maintenance,026809,2025-02-04
90-52058,2.0,61.68,026809 Preventive Maintenance,026809,2025-03-06
70-11050,1.0,259.5217,026403 Mechanicals,026403,2025-04-21
70-11439,1.0,290.0,026403 Mechanicals,026403,2025-03-04
30-10820,12.0,12.15,026803 Custodial Services,026803,2024-10-29
59-12915,1.0,107.0,026404 Plumbing,026404,2024-12-04
30-21095,300.0,27.92,026803 Custodial Services,026803,2024-12-27
91-00372,2.0,37.0,026809 Preventive Maintenance,026809,2025-02-05
58-00430,10.0,3.21,026404 Plumbing,026404,2025-03-26
30-10494S,4.0,142.95,026803 Custodial Services,026803,2024-06-05
25-10299,10.0,67.44,026401 Electricians,026401,2025-04-11
58-00436,1.0,407.7,026404 Plumbing,026404,2024-12-04
58-13959S,4.0,5.22,026404 Plumbing,026404,2025-01-16
71-51000,8.0,23.53,026403 Mechanicals,026403,2025-01-17
59-11436,12.0,8.26,026404 Plumbing,026404,2025-03-04
20-10809,2.0,115.35,026401 Electricians,026401,2025-02-13
22-12959,2.0,1573.0,026401 Electricians,026401,2025-03-21
25-10488,1.0,26.0,026909 Electrical_Elevator_Inventory,026909,2024-05-20
91-00249,6.0,36.77,026809 Preventive Maintenance,026809,2024-05-28
35-51688S,100.0,1.71,026809 Preventive Maintenance,026809,2024-06-05
71-00554,3.0,30.98,026403 Mechanicals,026403,2024-12-06
20-56066,2.0,2.46,026401 Electricians,026401,2024-06-24
35-20072K,21.0,29.68,026804 Stores,026804,2025-04-22
59-11260S,2.0,0.8,026404 Plumbing,026404,2024-07-17
70-11059,1.0,665.0,026403 Mechanicals,026403,2025-04-16
Plumbing Tool,1.0,55.85,026404 Plumbing,026404,2024-08-30
59-13531,1.0,87.3,026404 Plumbing,026404,2024-07-09
59-12568,5.0,12.8,026404 Plumbing,026404,2024-07-17
59-11342,2.0,4.38,026404 Plumbing,026404,2024-07-17
30-10126S,88.0,4.42,026803 Custodial Services,026803,2024-10-01
35-51798S,1.0,21.65,026804 Stores,026804,2025-04-15
22-12903,30.0,304.0,026401 Electricians,026401,2024-08-22
22-50467,10.0,32.15,026401 Electricians,026401,2024-10-11
30-10121S,60.0,3.09,026803 Custodial Services,026803,2024-11-20
71-12409,24.0,16.6,026403 Mechanicals,026403,2024-06-26
59-12570,4.0,8.62,026404 Plumbing,026404,2025-01-16
71-53017S,1.0,3.51,026403 Mechanicals,026403,2024-12-23
70-11337,2.0,85.1444,026403 Mechanicals,026403,2024-07-29
35-20372K,2.0,395.0,026808 Facility Repair,026808,2024-09-19
35-10733S,12.0,2.39,026400 Carpenters,026400,2024-09-30
90-50924K,8.0,13.55,026809 Preventive Maintenance,026809,2024-11-27
90-10112,36.0,12.52,026809 Preventive Maintenance,026809,2024-12-19
25-10516,2.0,39.0,026401 Electricians,026401,2025-01-10
35-10596S,50.0,1.99,026400 Carpenters,026400,2024-07-26
Tool Carpentry,2.0,63.64,026400 Carpenters,026400,2024-07-26
Stores Tool,2.0,11.03,026804 Stores,026804,2024-09-24
Mechanical Tool,1.0,190.95,026403 Mechanicals,026403,2024-10-02
Mechanical Tool,1.0,135.0,026403 Mechanicals,026403,2024-10-02
Mechanical Tool,1.0,426.31,026403 Mechanicals,026403,2024-10-02
Mechanical Tool,1.0,39.63,026403 Mechanicals,026403,2024-10-02
Custodial Tool,101.0,4.2,026803 Custodial Services,026803,2024-10-29
Carpentry Tool,1.0,126.55,026400 Carpenters,026400,2024-10-30
Electrical Tool,1.0,287.24,026401 Electricians,026401,2024-11-07
Mechanical Tool,1.0,26.56,026403 Mechanicals,026403,2025-01-17
FS-PM Tool,1.0,337.71,026809 Preventive Maintenance,026809,2025-01-28
FS-PM Tool,2.0,8.73,026809 Preventive Maintenance,026809,2025-01-31
59-11822S,3.0,28.68,026404 Plumbing,026404,2025-05-13
25-10011,2.0,885.14,026401 Electricians,026401,2024-08-16
59-12758,4.0,29.13,026404 Plumbing,026404,2024-12-23
"FM-PM ""Tool""",2.0,4.49,026809 Preventive Maintenance,026809,2025-01-31
35-20025K,12.0,4.5,026804 Stores,026804,2025-02-10
Carp Tool,2.0,30.52,026400 Carpenters,026400,2025-02-13
Carp Tool,1.0,220.0,026400 Carpenters,026400,2025-02-13
Carp Tool,2.0,18.18,026400 Carpenters,026400,2025-02-13
Stores Tool,1.0,37.92,026911 Stores_Inventory,026911,2025-03-07
71-00557,1.0,103.23,026403 Mechanicals,026403,2024-07-26
71-00576,2.0,51.84,026403 Mechanicals,026403,2024-08-20
58-00431,1.0,47.6,026404 Plumbing,026404,2024-11-20
90-10106K,6.0,14.75,026809 Preventive Maintenance,026809,2024-08-28
59-12570,1.0,8.01,026404 Plumbing,026404,2024-11-20
20-10702,25.0,1.99,026401 Electricians,026401,2024-12-19
71-00682,1.0,19.5,026403 Mechanicals,026403,2025-04-15
71-00546,1.0,2.44,026403 Mechanicals,026403,2024-07-26
20-12464,1.0,348.2,026401 Electricians,026401,2024-08-01
71-00586,4.0,85.9714,026403 Mechanicals,026403,2024-09-27
59-10500,11.0,4.6,026404 Plumbing,026404,2025-01-14
91-00002,6.0,55.91,026809 Preventive Maintenance,026809,2025-02-05
25-10519,2.0,235.27,026401 Electricians,026401,2025-02-06
20-11073S,100.0,1.6411,026401 Electricians,026401,2025-02-13
59-11622,1.0,74.17,026404 Plumbing,026404,2025-03-03
59-11622,1.0,74.17,026404 Plumbing,026404,2025-03-03
71-00666,2.0,12.02,026403 Mechanicals,026403,2025-03-19
70-19241,1.0,16.62,026403 Mechanicals,026403,2025-03-07
58-00492,1.0,11.13,026404 Plumbing,026404,2025-03-12
20-10713,500.0,0.7203,026401 Electricians,026401,2024-06-19
71-00654,10.0,5.4364,026403 Mechanicals,026403,2025-02-04
71-00677,1.0,129.43,026403 Mechanicals,026403,2025-04-09
58-11827,4.0,26.46,026404 Plumbing,026404,2024-10-08
59-11431,1.0,26.54,026404 Plumbing,026404,2024-12-23
71-53033S,12.0,6.31,026403 Mechanicals,026403,2025-01-27
90-10613S,6.0,17.97,026809 Preventive Maintenance,026809,2025-05-05
20-11128,2.0,27.25,026401 Electricians,026401,2024-07-23
22-12904,2.0,58.35,026401 Electricians,026401,2024-08-23
71-00563,2.0,199.57,026403 Mechanicals,026403,2024-12-06
58-00413,6.0,26.695,026404 Plumbing,026404,2024-10-04
59-11128S,1.0,5.1,026404 Plumbing,026404,2024-12-23
35-50313K,20.0,2.85,026400 Carpenters,026400,2024-07-26
71-00343,2.0,22.55,026403 Mechanicals,026403,2024-09-20
Plumbing Tool,3.0,91.52,026404 Plumbing,026404,2024-07-23
Plumbing Tool,1.0,37.19,026404 Plumbing,026404,2024-07-23
Plumbing Tool,1.0,53.17,026404 Plumbing,026404,2024-07-23
Custodial Tool,2.0,27.21,026803 Custodial Services,026803,2024-08-01
Custodial Tool,2.0,15.06,026803 Custodial Services,026803,2024-08-01
Mech Tool,11.0,529.295,026403 Mechanicals,026403,2024-09-05
Mechanical Tool,1.0,64.06,026403 Mechanicals,026403,2024-09-17
PM Tool,1.0,8.75,026809 Preventive Maintenance,026809,2024-10-02
PM Tool,50.0,1.72,026809 Preventive Maintenance,026809,2024-10-17
Electrical Tool,1.0,59.84,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,491.52,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,306.5,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,81.92,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,717.21,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,48.59,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,51.27,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,14.52,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,35.51,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,18.99,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,88.7,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,245.81,026401 Electricians,026401,2024-10-29
58-00454,6.0,4.74,026404 Plumbing,026404,2025-04-09
22-11299,4.0,7.96,026401 Electricians,026401,2025-04-28
55-54640,2.0,21.282,026404 Plumbing,026404,2024-06-24
55-54444S,6.0,5.423,026404 Plumbing,026404,2024-06-24
44-10165,3.0,22.53,026402 Painters,026402,2024-07-09
20-11047S,12.0,4.3322,026401 Electricians,026401,2025-04-30
22-12897,2.0,29.15,026401 Electricians,026401,2024-07-30
22-10883,4.0,7.35,026401 Electricians,026401,2024-08-13
30-24505,500.0,1.2,026803 Custodial Services,026803,2024-08-28
71-00583,4.0,73.94,026403 Mechanicals,026403,2024-09-20
90-10478,1.0,16.21,026809 Preventive Maintenance,026809,2024-10-16
Electrical Tool,1.0,81.38,026401 Electricians,026401,2024-10-29
Electrical Tool,1.0,37.8,026401 Electricians,026401,2024-10-29
Custodial Tool,1.0,22.96,026803 Custodial Services,026803,2024-11-04
58-11957S,24.0,4.65,026404 Plumbing,026404,2024-11-13
91-00022,1.0,88.13,026809 Preventive Maintenance,026809,2024-10-16
59-10516S,8.0,3.28,026404 Plumbing,026404,2024-11-15
15-50418,1.0,83.1,026400 Carpenters,026400,2024-12-26
35-51771K,4.0,7.3,026401 Electricians,026401,2025-02-21
25-10520,5.0,23.65,026909 Electrical_Elevator_Inventory,026909,2025-03-04
91-00289S,5.0,16.24,026809 Preventive Maintenance,026809,2024-11-18
Carpentry Tool,1.0,571.91,026400 Carpenters,026400,2024-12-10
Carpentry Tool,1.0,22.3,026400 Carpenters,026400,2024-12-10
Mechanical Tool,1.0,80.93,026403 Mechanicals,026403,2024-12-16
Carp tool,1.0,179.42,026400 Carpenters,026400,2024-12-19
Carp Tool,1.0,45.09,026400 Carpenters,026400,2024-12-19
PM Tool,1.0,4.25,026809 Preventive Maintenance,026809,2025-01-07
Mechanical Tool,1.0,26.56,026403 Mechanicals,026403,2025-01-17
Electrical Tool,12.0,6.0,026401 Electricians,026401,2025-02-05
Electrical Tool,1.0,42.92,026401 Electricians,026401,2025-02-05
ELECTRICAL TOOL,1.0,25.29,026401 Electricians,026401,2025-02-05
ELECTRICAL TOOL,1.0,22.05,026401 Electricians,026401,2025-02-05
ECTRICAL TOOL,1.0,67.05,026401 Electricians,026401,2025-02-05
ELECTRICAL TOOL,1.0,50.49,026401 Electricians,026401,2025-02-05
15-26262K,1.0,37.73,026400 Carpenters,026400,2024-12-06
15-50337K,2.0,57.09,026400 Carpenters,026400,2024-12-27
35-10350K,2.0,14.72,026400 Carpenters,026400,2025-04-01
25-10444,12.0,15.0,026401 Electricians,026401,2025-01-07
25-10489,10.0,13.0,026909 Electrical_Elevator_Inventory,026909,2024-05-20
15-11244,2.0,113.99,026400 Carpenters,026400,2025-03-19
91-00313,2.0,620.0,026809 Preventive Maintenance,026809,2024-06-12
20-11127,5.0,10.97,026401 Electricians,026401,2024-06-19
70-19218,1.0,97.4358,026403 Mechanicals,026403,2025-04-21
30-10119S,300.0,4.42,026803 Custodial Services,026803,2024-11-20
71-00647,2.0,30.2,026403 Mechanicals,026403,2025-01-14
22-50467,84.0,32.4,026401 Electricians,026401,2025-02-13
71-00661,1.0,198.19,026403 Mechanicals,026403,2025-03-12
70-11159,1.0,413.59,026403 Mechanicals,026403,2024-05-30
22-10626,8.0,14.68,026401 Electricians,026401,2024-06-24
Custodial Tool,2.0,125.06,026803 Custodial Services,026803,2024-07-26
Custodial Tool,2.0,231.43,026803 Custodial Services,026803,2024-07-26
70-10934,2.0,54.0,026403 Mechanicals,026403,2025-04-11
71-10155S,1.0,20.36,026403 Mechanicals,026403,2025-05-07
30-10456S,180.0,9.08,026803 Custodial Services,026803,2024-08-16
71-00585,2.0,18.9004,026403 Mechanicals,026403,2024-10-11
Custodial Tool,1.0,54.8,026803 Custodial Services,026803,2024-08-20
58-11018,2.0,13.34,026404 Plumbing,026404,2024-07-17
59-11589S,20.0,0.94,026404 Plumbing,026404,2024-07-17
59-12702,2.0,11.62,026404 Plumbing,026404,2024-07-17
59-11268,2.0,6.61,026404 Plumbing,026404,2024-07-17
59-11297,1.0,41.23,026404 Plumbing,026404,2024-08-12
15-20084,12.0,10.69,026400 Carpenters,026400,2024-12-04
15-26651,8.0,13.77,026400 Carpenters,026400,2024-12-06
35-10246K,4.0,4.54,026808 Facility Repair,026808,2024-12-23
15-26651,6.0,13.77,026400 Carpenters,026400,2024-12-27
71-00382,1.0,57.54,026403 Mechanicals,026403,2024-10-04
35-10047K,60.0,6.54,026803 Custodial Services,026803,2025-01-10
35-10627,6.0,44.13,026400 Carpenters,026400,2025-03-10
35-10775S,6.0,9.77,026804 Stores,026804,2025-04-01
59-11310,1.0,24.59,026404 Plumbing,026404,2024-08-12
70-11229,12.0,198.05,026403 Mechanicals,026403,2024-12-23
71-53018S,24.0,1.08,026403 Mechanicals,026403,2024-12-23
71-57024,2.0,26.6,026403 Mechanicals,026403,2025-01-17
25-10486,2.0,209.88,026401 Electricians,026401,2024-12-11
91-00327,48.0,21.58,026809 Preventive Maintenance,026809,2024-06-13
22-50422S,4.0,106.435,026401 Electricians,026401,2024-10-16
22-50422S,2.0,106.435,026401 Electricians,026401,2024-10-30
22-11109,5.0,105.49,026401 Electricians,026401,2024-11-04
35-10552,2.0,4.15,026400 Carpenters,026400,2024-12-04
71-00646,2.0,76.72,026403 Mechanicals,026403,2025-01-14
71-00611,2.0,219.4,026403 Mechanicals,026403,2024-11-07
71-12425,2.0,16.25,026403 Mechanicals,026403,2024-12-23
70-14116,5.0,233.3,026403 Mechanicals,026403,2025-01-17
58-00495,4.0,5.81,026404 Plumbing,026404,2025-03-14
58-11940,6.0,9.99,026404 Plumbing,026404,2025-03-26
20-10017S,25.0,0.9288,026401 Electricians,026401,2024-06-19
59-11389S,2.0,1.056,026404 Plumbing,026404,2024-05-15
30-10819,12.0,21.55,026803 Custodial Services,026803,2024-10-15
35-20013K,6.0,17.6,026804 Stores,026804,2024-06-05
59-11540S,5.0,11.688,026404 Plumbing,026404,2024-05-15
58-00427,2.0,24.7,026404 Plumbing,026404,2024-11-18
58-00429,6.0,14.99,026404 Plumbing,026404,2024-11-18
59-11957,5.0,27.5,026404 Plumbing,026404,2025-01-07
58-00509,4.0,7.82,026404 Plumbing,026404,2025-04-01
59-12652,2.0,42.723,026404 Plumbing,026404,2024-05-15
35-10541S,3.0,50.585,026404 Plumbing,026404,2024-05-15
59-11299,2.0,5.6,026404 Plumbing,026404,2025-03-14
59-10715S,6.0,3.16,026404 Plumbing,026404,2025-03-20
55-53738S,3.0,7.157,026404 Plumbing,026404,2024-05-15
PM Tool,3.0,40.45,026809 Preventive Maintenance,026809,2024-06-24
58-13997,5.0,43.79,026404 Plumbing,026404,2025-04-09
Mechanical Tool,1.0,35.79,026403 Mechanicals,026403,2025-04-15
Stores Keep stock,12.0,18.84,026804 Stores,026804,2025-04-17
Plumbing Tool,1.0,137.81,026404 Plumbing,026404,2024-08-16
Plunmbing Tool,1.0,140.23,026404 Plumbing,026404,2024-08-16
Plumbing Tool,1.0,41.3,026404 Plumbing,026404,2024-08-16
Plumbing Tool,1.0,22.67,026404 Plumbing,026404,2024-08-16
Electrical Tool,2.0,11.53,026401 Electricians,026401,2024-08-26
Custodial Tool,3.0,9.28,026803 Custodial Services,026803,2024-08-28
59-12552S,6.0,2.761,026404 Plumbing,026404,2024-06-24
59-11811,2.0,48.4,026404 Plumbing,026404,2024-08-07
70-19163S,1.0,29.0912,026403 Mechanicals,026403,2024-08-19
Custodial Tool,3.0,8.34,026803 Custodial Services,026803,2024-08-28
Grounds Tool,1.0,197.96,026805 Grounds,026805,2024-09-05
Plumbing Tool,1.0,7.71,026404 Plumbing,026404,2024-09-05
Mechanical Tool,2.0,137.2,026403 Mechanicals,026403,2024-09-20
PM Tool,2.0,30.86,026809 Preventive Maintenance,026809,2024-09-27
PM Tool,2.0,25.76,026809 Preventive Maintenance,026809,2024-09-27
PM Tool,2.0,64.12,026809 Preventive Maintenance,026809,2024-09-27
Mechanical Tool,2.0,19.24,026403 Mechanicals,026403,2024-10-04
30-10201S,40.0,14.27,026803 Custodial Services,026803,2024-10-11
Mechanical Tool,1.0,19.6,026403 Mechanicals,026403,2024-10-21
Carpentry Tool,3.0,2.82,026400 Carpenters,026400,2024-10-30
Carp Tool,2.0,358.61,026400 Carpenters,026400,2024-10-30
Carp Tool,1.0,289.53,026400 Carpenters,026400,2024-10-30
Carp Tool,1.0,228.87,026400 Carpenters,026400,2024-10-30
Carp Tool,3.0,4.81,026400 Carpenters,026400,2024-10-30
Carp Tool,6.0,24.33,026400 Carpenters,026400,2024-10-30
Carp Tool,1.0,218.76,026400 Carpenters,026400,2024-10-30
Mechanical Tool,1.0,48.46,026403 Mechanicals,026403,2024-10-30
58-00454,9.0,4.74,026404 Plumbing,026404,2025-04-16
22-10214,6.0,24.03,026401 Electricians,026401,2024-08-26
22-10216,6.0,10.98,026401 Electricians,026401,2024-08-26
90-11773,72.0,7.25,026809 Preventive Maintenance,026809,2025-04-28
90-11773,48.0,8.52,026809 Preventive Maintenance,026809,2024-07-23
22-12895,1.0,618.23,026401 Electricians,026401,2024-07-29
20-10940,1.0,225.33,026401 Electricians,026401,2024-09-27
91-00339,20.0,54.82,026809 Preventive Maintenance,026809,2024-10-07
22-50084,4.0,22.53,026401 Electricians,026401,2024-07-09
59-11486,1.0,18.12,026404 Plumbing,026404,2024-08-16
30-21010,12.0,30.36,026803 Custodial Services,026803,2024-08-06
30-10110S,300.0,3.5,026803 Custodial Services,026803,2024-08-07
30-21010,25.0,30.36,026803 Custodial Services,026803,2025-02-07
30-10554,11.0,136.67,026803 Custodial Services,026803,2025-02-07
44-10323,1.0,55.98,026402 Painters,026402,2024-11-04
Paint Tool,1.0,8.99,026402 Painters,026402,2024-11-04
Custodial Tool,5.0,32.21,026803 Custodial Services,026803,2024-11-15
Mechanical Tool,1.0,553.82,026403 Mechanicals,026403,2024-11-20
Mechanical Tool,1.0,297.92,026403 Mechanicals,026403,2024-11-20
Mechanical Tool,1.0,91.89,026403 Mechanicals,026403,2024-11-21
Mechanical Tool,2.0,13.27,026403 Mechanicals,026403,2024-12-19
Grounds Tool,1.0,53.85,026805 Grounds,026805,2025-01-06
22-50324,2.0,95.15,026401 Electricians,026401,2024-08-07
35-10303K,1.0,54.74,026403 Mechanicals,026403,2024-10-16
90-10112,6.0,12.52,026809 Preventive Maintenance,026809,2024-12-20
90-11505K,3.0,16.1,026809 Preventive Maintenance,026809,2024-12-20
90-11773,108.0,7.24,026809 Preventive Maintenance,026809,2024-11-13
22-12932,1.0,615.71,026401 Electricians,026401,2024-12-10
58-00422,1.0,18.39,026404 Plumbing,026404,2024-11-18
91-00292,4.0,9.58,026809 Preventive Maintenance,026809,2024-12-20
90-11846K,2.0,17.92,026809 Preventive Maintenance,026809,2024-12-20
44-10567S,1.0,11.05,026402 Painters,026402,2025-02-05
35-10767,1.0,153.52,026404 Plumbing,026404,2025-02-14
Grounds Tool,15.0,8.61,026805 Grounds,026805,2025-01-30
Grounds Tool,24.0,3.02,026806 Garage Services,026806,2025-02-03
44-10546,6.0,5.94,026402 Painters,026402,2025-02-05
35-10765,8.0,10.18,026404 Plumbing,026404,2025-02-14
Custodial Tool,1.0,69.71,026803 Custodial Services,026803,2025-02-24
Custodial Tool,1.0,94.46,026803 Custodial Services,026803,2025-02-24
Custodial Tool,3.0,43.22,026803 Custodial Services,026803,2025-02-24
ELECTRICAL TOOL,2.0,13.89,026909 Electrical_Elevator_Inventory,026909,2025-02-26
Mechanical Tool,4.0,340.2,026403 Mechanicals,026403,2025-03-07
35-10772,20.0,1.672,026403 Mechanicals,026403,2025-03-14
15-10738,2.0,6.78,026400 Carpenters,026400,2024-10-07
59-10352S,1.0,10.81,026404 Plumbing,026404,2024-11-18
58-00424,1.0,5.54,026404 Plumbing,026404,2024-11-18
58-00443,10.0,2.6,026404 Plumbing,026404,2024-12-11
59-13028,1.0,43.77,026404 Plumbing,026404,2025-01-09
58-00477,4.0,18.65,026404 Plumbing,026404,2025-01-28
90-11773,36.0,7.25,026809 Preventive Maintenance,026809,2025-01-14
35-10770,24.0,5.204,026403 Mechanicals,026403,2025-03-14
90-11773,48.0,7.25,026809 Preventive Maintenance,026809,2025-03-28
71-00546,1.0,5.46,026403 Mechanicals,026403,2024-07-09
59-13204,1.0,23.52,026404 Plumbing,026404,2024-07-23
58-00441,1.0,13.94,026404 Plumbing,026404,2024-12-11
91-00320K,6.0,12.57,026809 Preventive Maintenance,026809,2024-06-19
